====== H (10) into Layer 1                      =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 2727.6 keV
============= TARGET MATERIAL ======================================
Layer 1 : ARGON
Layer Width = 17500.E+04 A ;
  Layer # 1- Density = 1.074E19 atoms/cm3 = .0071 g/cm3
  Layer # 1- Ar = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =009999.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
175000.E+01  1126.65E-05  2118.47E-10
350000.E+01  1129.61E-05  2483.56E-09
525000.E+01  1131.75E-05  1485.31E-09
700000.E+01  1137.39E-05  5592.42E-09
875000.E+01  1143.05E-05  7506.41E-09
105000.E+02  1147.21E-05  1181.78E-09
122500.E+02  1151.39E-05  1041.66E-09
140000.E+02  1157.22E-05  1796.35E-09
157500.E+02  1162.97E-05  9606.16E-10
175000.E+02  1167.87E-05  1134.46E-09
192500.E+02  1172.22E-05  9862.71E-10
210000.E+02  1178.35E-05  7737.77E-10
227500.E+02  1184.64E-05  1047.56E-09
245000.E+02  1191.05E-05  9777.80E-09
262500.E+02  1198.64E-05  7500.29E-10
280000.E+02  1204.48E-05  1372.55E-09
297500.E+02  1210.48E-05  8825.25E-10
315000.E+02  1216.58E-05  2714.71E-09
332500.E+02  1222.95E-05  5251.66E-09
350000.E+02  1229.31E-05  1902.38E-09
367500.E+02  1235.48E-05  3153.45E-09
385000.E+02  1243.09E-05  1410.29E-09
402500.E+02  1249.94E-05  7598.37E-10
420000.E+02  1254.78E-05  4859.32E-09
437500.E+02  1261.77E-05  7223.96E-10
455000.E+02  1269.94E-05  9048.28E-10
472500.E+02  1278.63E-05  1636.84E-09
490000.E+02  1286.59E-05  1721.78E-09
507500.E+02  1294.22E-05  2314.58E-08
525000.E+02  1301.85E-05  1967.71E-09
542500.E+02  1308.99E-05  1764.78E-09
560000.E+02  1316.25E-05  1691.12E-09
577500.E+02  1323.50E-05  1181.75E-09
595000.E+02  1333.41E-05  2376.08E-09
612500.E+02  1343.46E-05  1373.51E-08
630000.E+02  1352.00E-05  5907.66E-09
647500.E+02  1360.72E-05  2693.45E-09
665000.E+02  1370.04E-05  1276.58E-09
682500.E+02  1381.03E-05  9944.03E-10
700000.E+02  1391.32E-05  1038.21E-09
717500.E+02  1400.52E-05  1470.68E-09
735000.E+02  1413.63E-05  1966.20E-09
752500.E+02  1424.52E-05  6804.86E-09
770000.E+02  1432.77E-05  9309.52E-09
787500.E+02  1442.94E-05  3794.01E-09
805000.E+02  1455.60E-05  1922.79E-09
822500.E+02  1467.77E-05  2098.03E-09
840000.E+02  1477.67E-05  1918.41E-09
857500.E+02  1489.81E-05  2768.96E-09
875000.E+02  1506.22E-05  1451.35E-08
892500.E+02  1521.74E-05  2290.61E-09
910000.E+02  1534.68E-05  1126.44E-08
927500.E+02  1548.04E-05  1614.93E-09
945000.E+02  1563.72E-05  1515.36E-09
962500.E+02  1578.49E-05  1582.08E-09
980000.E+02  1593.82E-05  2155.49E-09
997500.E+02  1609.88E-05  1429.50E-09
101500.E+03  1629.18E-05  2108.65E-09
103250.E+03  1647.76E-05  2635.37E-09
105000.E+03  1667.35E-05  3980.25E-09
106750.E+03  1685.76E-05  2765.11E-09
108500.E+03  1705.96E-05  3938.69E-09
110250.E+03  1729.32E-05  3454.98E-09
112000.E+03  1751.67E-05  2393.25E-09
113750.E+03  1776.87E-05  1139.62E-08
115500.E+03  1801.08E-05  3388.36E-09
117250.E+03  1829.23E-05  4028.65E-09
119000.E+03  1861.72E-05  2265.35E-09
120750.E+03  1890.54E-05  3015.22E-09
122500.E+03  1922.59E-05  2439.51E-09
124250.E+03  1961.00E-05  3848.97E-09
126000.E+03  1999.36E-05  2536.72E-09
127750.E+03  2040.92E-05  2604.26E-09
129500.E+03  2089.03E-05  5878.17E-09
131250.E+03  2139.53E-05  3134.14E-09
133000.E+03  2197.76E-05  1021.89E-08
134750.E+03  2258.19E-05  9063.54E-09
136500.E+03  2321.88E-05  3420.68E-09
138250.E+03  2403.04E-05  5060.51E-09
140000.E+03  2491.94E-05  1077.59E-08
141750.E+03  2586.91E-05  6904.51E-09
143500.E+03  2699.53E-05  1102.27E-08
145250.E+03  2834.07E-05  8699.52E-09
147000.E+03  2983.22E-05  1011.12E-08
148750.E+03  3152.50E-05  7429.38E-09
150500.E+03  3320.50E-05  1251.14E-08
152250.E+03  3466.50E-05  1044.95E-08
154000.E+03  3520.19E-05  1586.40E-08
155750.E+03  3392.23E-05  1999.61E-08
157500.E+03  2994.91E-05  3425.07E-08
159250.E+03  2326.29E-05  5112.33E-08
161000.E+03  1475.69E-05  6364.74E-08
162750.E+03  6766.39E-06  4996.83E-08
164500.E+03  2030.80E-06  2195.23E-08
166250.E+03  3432.23E-07  5162.85E-09
168000.E+03  3013.77E-08  5902.86E-10
169750.E+03  4818.95E-10  2754.34E-11
171500.E+03  0000.00E+00  0000.00E+00
173250.E+03  0000.00E+00  0000.00E+00
175000.E+03  0000.00E+00  0000.00E+00
