====== H (10) into Layer 1                      =======
        SRIM-2013.00
========================================
      Ion and Recoil IONIZATION     
 See SRIM Outputs\TDATA.txt for details   
========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt   for calculation data
 Ion    =  H   Energy = 2727.6 keV
============= TARGET MATERIAL ======================================
Layer 1 : ARGON
Layer Width = 70000.E+03 A ;
  Layer # 1- Density = 2.601E19 atoms/cm3 = .0172 g/cm3
  Layer # 1- Ar = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =009999.00
===============================================================
  Ionization Energy Units are  >>>>  eV /(Angstrom-Ion)  <<<<  
===============================================================

  TARGET       IONIZ.       IONIZ.  
  DEPTH         by           by     
  (Ang)        IONS         RECOILS 
-----------  -----------  -----------
700000.E+00  2727.32E-05  5115.41E-10
140000.E+01  2734.22E-05  6127.31E-09
210000.E+01  2739.35E-05  3728.61E-09
280000.E+01  2751.75E-05  1388.34E-08
350000.E+01  2765.70E-05  1861.29E-08
420000.E+01  2775.42E-05  3040.51E-09
490000.E+01  2785.38E-05  1691.82E-09
560000.E+01  2797.53E-05  5167.62E-09
630000.E+01  2812.18E-05  2328.94E-09
700000.E+01  2823.70E-05  2342.54E-09
770000.E+01  2834.13E-05  3171.93E-09
840000.E+01  2847.24E-05  1299.33E-09
910000.E+01  2861.14E-05  2508.09E-09
980000.E+01  2876.98E-05  2186.08E-09
105000.E+02  2893.84E-05  2421.49E-08
112000.E+02  2908.85E-05  3486.37E-09
119000.E+02  2922.89E-05  1962.02E-09
126000.E+02  2937.31E-05  2533.76E-09
133000.E+02  2951.55E-05  6713.53E-09
140000.E+02  2966.07E-05  1273.42E-08
147000.E+02  2981.09E-05  4637.75E-09
154000.E+02  2996.80E-05  7778.34E-09
161000.E+02  3015.59E-05  3365.20E-09
168000.E+02  3027.63E-05  3571.33E-09
175000.E+02  3042.29E-05  1038.33E-08
182000.E+02  3057.44E-05  1942.03E-09
189000.E+02  3078.13E-05  2181.17E-09
196000.E+02  3097.83E-05  3890.79E-09
203000.E+02  3116.61E-05  4290.23E-09
210000.E+02  3134.33E-05  5971.24E-08
217000.E+02  3152.22E-05  2862.80E-09
224000.E+02  3168.98E-05  4362.56E-09
231000.E+02  3186.06E-05  4137.38E-09
238000.E+02  3202.90E-05  2921.70E-09
245000.E+02  3225.49E-05  5668.79E-09
252000.E+02  3249.60E-05  3422.38E-08
259000.E+02  3269.95E-05  1458.01E-08
266000.E+02  3290.33E-05  3369.42E-09
273000.E+02  3311.67E-05  6525.50E-09
280000.E+02  3336.20E-05  2418.50E-09
287000.E+02  3361.26E-05  2539.01E-09
294000.E+02  3384.39E-05  3111.22E-09
301000.E+02  3408.01E-05  3826.54E-09
308000.E+02  3440.01E-05  8942.41E-09
315000.E+02  3462.81E-05  3209.31E-08
322000.E+02  3480.63E-05  1012.49E-08
329000.E+02  3509.20E-05  3900.35E-09
336000.E+02  3539.15E-05  4644.55E-09
343000.E+02  3564.73E-05  4047.96E-09
350000.E+02  3588.72E-05  6291.60E-09
357000.E+02  3621.98E-05  5440.18E-09
364000.E+02  3661.36E-05  3625.27E-08
371000.E+02  3694.88E-05  6391.69E-09
378000.E+02  3724.00E-05  2799.06E-08
385000.E+02  3758.60E-05  2679.91E-09
392000.E+02  3794.56E-05  4387.74E-09
399000.E+02  3828.78E-05  3525.58E-09
406000.E+02  3865.46E-05  5633.12E-09
413000.E+02  3903.40E-05  3214.20E-09
420000.E+02  3949.79E-05  5149.03E-09
427000.E+02  3992.76E-05  7241.88E-09
434000.E+02  4039.18E-05  8939.19E-09
441000.E+02  4081.99E-05  6841.49E-09
448000.E+02  4129.44E-05  9783.31E-09
455000.E+02  4184.22E-05  8482.29E-09
462000.E+02  4236.84E-05  5795.43E-09
469000.E+02  4294.37E-05  2828.75E-08
476000.E+02  4353.16E-05  5012.03E-09
483000.E+02  4414.57E-05  1246.48E-08
490000.E+02  4493.39E-05  6169.39E-09
497000.E+02  4559.56E-05  7261.28E-09
504000.E+02  4633.10E-05  6144.69E-09
511000.E+02  4718.16E-05  6350.67E-09
518000.E+02  4811.85E-05  9317.35E-09
525000.E+02  4901.34E-05  6244.71E-09
532000.E+02  5012.25E-05  8991.16E-09
539000.E+02  5126.89E-05  1180.00E-08
546000.E+02  5249.96E-05  1761.29E-08
553000.E+02  5394.74E-05  1890.52E-08
560000.E+02  5540.51E-05  1976.70E-08
567000.E+02  5709.13E-05  9458.85E-09
574000.E+02  5907.07E-05  2462.92E-08
581000.E+02  6115.98E-05  1519.13E-08
588000.E+02  6355.84E-05  3034.24E-08
595000.E+02  6640.70E-05  1718.54E-08
602000.E+02  6958.96E-05  2002.30E-08
609000.E+02  7324.97E-05  2346.46E-08
616000.E+02  7729.53E-05  2084.70E-08
623000.E+02  8116.45E-05  2977.20E-08
630000.E+02  8436.22E-05  2472.77E-08
637000.E+02  8511.65E-05  3984.29E-08
644000.E+02  8146.48E-05  5203.39E-08
651000.E+02  7155.75E-05  8482.60E-08
658000.E+02  5552.78E-05  1275.09E-07
665000.E+02  3551.07E-05  1530.25E-07
672000.E+02  1671.80E-05  1229.26E-07
679000.E+02  5286.97E-06  5601.21E-08
686000.E+02  9799.47E-07  1420.95E-08
693000.E+02  9876.66E-08  1825.66E-09
700000.E+02  2836.36E-09  1738.21E-10
