0.06,3.58E-03,,,
0.12,3.59E-03,,,
0.18,3.60E-03,,,
0.24,3.62E-03,,,
0.3,3.64E-03,,,
0.36,3.66E-03,,,
0.42,3.67E-03,,,
0.48,3.69E-03,,,
0.54,3.71E-03,,,
0.6,3.73E-03,,,
0.66,3.75E-03,,,
0.72,3.77E-03,,,
0.78,3.79E-03,,,
0.84,3.82E-03,,,
0.9,3.84E-03,,,
0.96,3.86E-03,,,
1.02,3.88E-03,,,
1.08,3.90E-03,,,
1.14,3.92E-03,,,
1.2,3.95E-03,,,
1.26,3.97E-03,,,
1.32,3.99E-03,,,
1.38,4.01E-03,,,
1.44,4.04E-03,,,
1.5,4.07E-03,,,
1.56,4.10E-03,,,
1.62,4.13E-03,,,
1.68,4.15E-03,,,
1.74,4.18E-03,,,
1.8,4.20E-03,,,
1.86,4.23E-03,,,
1.92,4.27E-03,,,
1.98,4.30E-03,,,
2.04,4.33E-03,,,
2.1,4.36E-03,,,
2.16,4.40E-03,,,
2.22,4.44E-03,,,
2.28,4.47E-03,,,
2.34,4.52E-03,,,
2.4,4.55E-03,,,
2.46,4.58E-03,,,
2.52,4.62E-03,,,
2.58,4.66E-03,,,
2.64,4.70E-03,,,
2.7,4.74E-03,,,
2.76,4.80E-03,,,
2.82,4.85E-03,,,
2.88,4.89E-03,,,
2.94,4.94E-03,,,
3,5.00E-03,,,
3.06,5.05E-03,,,
3.12,5.10E-03,,,
3.18,5.17E-03,,,
3.24,5.23E-03,,,
3.3,5.30E-03,,,
3.36,5.36E-03,,,
3.42,5.44E-03,,,
3.48,5.52E-03,,,
3.54,5.59E-03,,,
3.6,5.68E-03,,,
3.66,5.77E-03,,,
3.72,5.88E-03,,,
3.78,5.98E-03,,,
3.84,6.09E-03,,,
3.9,6.22E-03,,,
3.96,6.35E-03,,,
4.02,6.50E-03,,,
4.08,6.66E-03,,,
4.14,6.84E-03,,,
4.2,7.05E-03,,,
4.26,7.26E-03,,,
4.32,7.51E-03,,,
4.38,7.81E-03,,,
4.44,8.12E-03,,,
4.5,8.49E-03,,,
4.56,8.95E-03,,,
4.62,9.46E-03,,,
4.68,1.00E-02,,,
4.74,1.06E-02,,,
4.8,1.11E-02,,,
4.86,1.11E-02,,,
4.92,1.04E-02,,,
4.98,8.59E-03,,,
5.04,5.89E-03,,,
5.1,2.95E-03,,,
5.16,9.15E-04,,,
5.22,1.55E-04,,,
5.28,1.21E-05,,,
5.34,1.52E-07,,,
5.4,0.00E+00,,,
5.46,0.00E+00,,,
5.52,0.00E+00,,,
5.58,0.00E+00,,,
5.64,0.00E+00,,,
5.7,0.00E+00,,,
5.76,0.00E+00,,,
5.82,0.00E+00,,,
5.88,0.00E+00,,,
5.94,0.00E+00,,,
6,0.00E+00,,,
